"","variable_name","use_nm","use_tn","variable_label","short_name","group_name","field_type","minimum_possible_value","maximum_possible_value","is_subgroup_variable","is_potential_outcome_variable","is_categorical_variable","is_ordinal_outcome","time_invariant","is_foreign_key","foreign_key_table","is_date","chart_label","definition"
"195","glmath_alt_scr_p0",1,1,"Grade-level math, alternate exam, scale score, current year","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on alternate grade-level Math exam, academic year of intervention start.","Grade-level math exam, current year: Scale score earned by the student (on first valid exam) if alternate exam."
"196","glmath_alt_scr_p1",1,1,"Grade-level math, alternate exam, scale score, one year later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on alternate grade-level Math exam, year 1 after intervention start.","Grade-level math exam, one year later: Scale score earned by the student (on first valid exam) if alternate exam."
"197","glmath_alt_scr_p2",1,1,"Grade-level math, alternate exam, scale score, two years later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on alternate grade-level Math exam, year 2 after intervention start.","Grade-level math exam, two years later: Scale score earned by the student (on first valid exam) if alternate exam."
"198","glmath_dat_m1",1,1,"Grade-level math, date taken, one year prior","","","long",17898,19236,0,0,0,NA,2,0,"",0,"","Grade-level math exam, one year prior: Date of administration (of first valid exam)."
"199","glmath_dat_m2",1,1,"Grade-level math, date taken, two years prior","","Math","long",17898,19236,0,0,0,NA,2,0,"",0,"","Grade-level math exam, two years prior: Date of administration (of first valid exam)."
"200","glmath_dat_p0",1,1,"Grade-level math, date taken, current year","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Math exam, academic year of intervention start.","Grade-level math exam, current year: Date of administration (of first valid exam)."
"201","glmath_dat_p1",1,1,"Grade-level math, date taken, one year later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Math exam, year 1 after intervention start.","Grade-level math exam, one year later: Date of administration (of first valid exam)."
"202","glmath_dat_p2",1,1,"Grade-level math, date taken, two years later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Math exam, year 2 after intervention start.","Grade-level math exam, two years later: Date of administration (of first valid exam)."
"203","glmath_lan_m1",1,1,"Grade-level math, exam language, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"204","glmath_lan_m2",1,1,"Grade-level math, exam language, two years prior","","Math","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"205","glmath_lan_p0",1,1,"Grade-level math, exam language, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Math exam, academic year of intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level math exam, current year: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"206","glmath_lan_p1",1,1,"Grade-level math, exam language, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Math exam, year 1 after intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level math exam, one year later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"207","glmath_lan_p2",1,1,"Grade-level math, exam language, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Math exam, year 2 after intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level math exam, two years later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"208","glmath_nam_m1",1,1,"Grade-level math, test name, one year prior","","","str",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level math exam, one year prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"209","glmath_nam_m2",1,1,"Grade-level math, test name, two years prior","","Math","str",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level math exam, two years prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"210","glmath_nam_p0",1,1,"Grade-level math, test name, current year","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Math exam, academic year of intervention start.","Grade-level math exam, current year: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"211","glmath_nam_p1",1,1,"Grade-level math, test name, one year later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Math exam, year 1 after intervention start.","Grade-level math exam, one year later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"212","glmath_nam_p2",1,1,"Grade-level math, test name, two years later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Math exam, year 2 after intervention start.","Grade-level math exam, two years later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"213","glmath_pr2_m1",1,1,"Grade-level math, regular exam, proficient indicator (y/n), one year prior","Proficient, prior year","Math","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year prior: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"214","glmath_pr2_m2",1,1,"Grade-level math, regular exam, proficient indicator (y/n), two years prior","Proficient, -2 years","Math","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years prior: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"215","glmath_pr2_p0",1,1,"Grade-level math, regular exam, proficient indicator (y/n), current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Math exam, academic year of intervention start.","Grade-level math exam, current year: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"216","glmath_pr2_p1",1,1,"Grade-level math, regular exam, proficient indicator (y/n), one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Math exam, year 1 after intervention start.","Grade-level math exam, one year later: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"217","glmath_pr2_p2",1,1,"Grade-level math, regular exam, proficient indicator (y/n), two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Math exam, year 2 after intervention start.","Grade-level math exam, two years later: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"218","glmath_prf_m1",1,1,"Grade-level math, regular exam, proficiency level, one year prior","Profic. level, prior year","Math","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year prior: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"219","glmath_prf_m2",1,1,"Grade-level math, regular exam, proficiency level, two years prior","Profic. level, -2 years","Math","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years prior: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"220","glmath_prf_p0",1,1,"Grade-level math, regular exam, proficiency level, current year","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, current year: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"221","glmath_prf_p1",1,1,"Grade-level math, regular exam, proficiency level, one year later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year later: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"222","glmath_prf_p2",1,1,"Grade-level math, regular exam, proficiency level, two years later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years later: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"223","glmath_scr_m1",1,1,"Grade-level math, regular exam, scale score, one year prior","Score, prior year","Math","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level math exam, one year prior: Scale score earned by the student (on first valid exam) if regular exam."
"224","glmath_scr_m2",1,1,"Grade-level math, regular exam, scale score, two years prior","Score, -2 years","Math","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level math exam, two years prior: Scale score earned by the student (on first valid exam) if regular exam."
"225","glmath_scr_p0",1,1,"Grade-level math, regular exam, scale score, current year","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Math exam, academic year of intervention start.","Grade-level math exam, current year: Scale score earned by the student (on first valid exam) if regular exam."
"226","glmath_scr_p1",1,1,"Grade-level math, regular exam, scale score, one year later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Math exam, year 1 after intervention start.","Grade-level math exam, one year later: Scale score earned by the student (on first valid exam) if regular exam."
"227","glmath_scr_p2",1,1,"Grade-level math, regular exam, scale score, two years later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Math exam, year 2 after intervention start.","Grade-level math exam, two years later: Scale score earned by the student (on first valid exam) if regular exam."
"228","glmath_smhstu_m1",1,1,"Grade-level math, smoothed score, one year prior","School/subgroup scores, -1 yr","Math","float",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level math, one year prior: Smoothed value of student's scaled score."
"229","glmath_smhstu_m2",1,1,"Grade-level math, smoothed score, two years prior","School/subgroup scores, -2 yr","Math","float",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level math, two years prior: Smoothed value of student's scaled score."
"230","glmath_typ_m1",1,1,"Grade-level math, exam type, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year prior: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"231","glmath_typ_m2",1,1,"Grade-level math, exam type, two years prior","","Math","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years prior: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"232","glmath_typ_p0",1,1,"Grade-level math, exam type, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Math exam, academic year of intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level math exam, current year: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"233","glmath_typ_p1",1,1,"Grade-level math, exam type, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Math exam, year 1 after intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level math exam, one year later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"234","glmath_typ_p2",1,1,"Grade-level math, exam type, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Math exam, year 2 after intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level math exam, two years later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"235","glmath_ver_m1",1,1,"Grade-level math, exam version, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"236","glmath_ver_m2",1,1,"Grade-level math, exam version, two years prior","","Math","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"237","glmath_ver_p0",1,1,"Grade-level math, exam version, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Math exam, academic year of intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level math exam, current year: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"238","glmath_ver_p1",1,1,"Grade-level math, exam version, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Math exam, year 1 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level math exam, one year later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"239","glmath_ver_p2",1,1,"Grade-level math, exam version, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Math exam, year 2 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level math exam, two years later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"240","gpacum_m1",1,1,"Cumulative GPA, one year prior","Cumuilative GPA, prior year","Academic History","float",NA,NA,0,0,0,NA,0,0,"",0,"","Cumulative grade point average for the student for the academic year, on whatever scale is applicable for in the state (0-4, 0-100, etc). For high school grades only. One year prior."
"241","gpacum_m2",1,1,"Cumulative GPA, two years prior","Cumulative GPA, -2 years","Academic History","float",NA,NA,0,0,0,NA,0,0,"",0,"","Cumulative grade point average for the student for the academic year, on whatever scale is applicable for in the state (0-4, 0-100, etc). For high school grades only. Two years prior."
"242","gpacum_p0",1,1,"Cumulative GPA, current year","","","float",NA,NA,0,1,0,0,0,0,"",0,"Cumulative grade point average, academic year of intervention start.","Cumulative grade point average for the student for the academic year, on whatever scale is applicable for in the state (0-4, 0-100, etc). For high school grades only. Current year."
"243","gpacum_p1",1,1,"Cumulative GPA, one year later","","","float",NA,NA,0,1,0,0,0,0,"",0,"Cumulative grade point average, year 1 after intervention start.","Cumulative grade point average for the student for the academic year, on whatever scale is applicable for in the state (0-4, 0-100, etc). For high school grades only. One year later."
"244","gpacum_p2",1,1,"Cumulative GPA, two years later","","","float",NA,NA,0,1,0,0,0,0,"",0,"Cumulative grade point average, year 2 after intervention start.","Cumulative grade point average for the student for the academic year, on whatever scale is applicable for in the state (0-4, 0-100, etc). For high school grades only. Two years later."
"245","gradelevel",1,1,"Grade level","","","byte",-1,13,0,0,1,NA,0,0,"",0,"","Student's grade level during the school year. -1 indicates pre-school. 0 indicates kindergarten. 13 indicates other (high school graduate, PSE enrollee, ungraded, etc)."
"246","homeless_2yr",1,1,"Homeless, past two years","Homeless, past 2 yrs","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during either (or both) of the two most recent school years (to the extent data for those years are available)."
"247","homeless_3yr",1,1,"Homeless, past three years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during any of the three most recent school years (to the extent data for those years are available)."
"248","homeless_5yr",1,1,"Homeless, past five years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during any of the five most recent school years (to the extent data for those years are available)."
"249","homeless_elem",1,1,"Homeless, grades K-5","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during grades K-5 (to the extent data for those years are available)."
"250","homeless_ever",1,1,"Homeless, ever","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during any observed school year."
"251","homeless_high",1,1,"Homeless, grades 9-12","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during grades 9-12 (to the extent data for those years are available)."
"252","homeless_midd",1,1,"Homeless, grades 6-8","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during grades 6-8 (to the extent data for those years are available)."
"253","homeless_now",1,1,"Homeless, current year","Homeless","Personal Characteristics","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as homeless during the most recent school year."
"254","lep_2yr",1,1,"Limited-English proficient, past two years","Limted Engl. profic., past 2 yrs","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during either (or both) of the two most recent school years (to the extent data for those years are available)."
"255","lep_3yr",1,1,"Limited-English proficient, past three years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during any of the three most recent school years (to the extent data for those years are available)."
"256","lep_5yr",1,1,"Limited-English proficient, past five years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during any of the five most recent school years (to the extent data for those years are available)."
"257","lep_elem",1,1,"Limited-English proficient, grades K-5","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during grades K-5 (to the extent data for those years are available)."
"258","lep_ever",1,1,"Limited-English proficient, ever","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during any observed school year."
"259","lep_high",1,1,"Limited-English proficient, grades 9-12","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during grades 9-12 (to the extent data for those years are available)."
"260","lep_midd",1,1,"Limited-English proficient, grades 6-8","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during grades 6-8 (to the extent data for those years are available)."
"261","lep_now",1,1,"Limited-English proficient, current year","Limited-English proficient","Personal Characteristics","byte",NA,NA,1,0,1,NA,0,0,"",0,"","A student who was classified as limited-English proficient (or as an English-Language learner) during the most recent school year."
"262","migrant_2yr",1,1,"Migrant, past two years","Migrant, past 2 yrs","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during either (or both) of the two most recent school years (to the extent data for those years are available)."
"263","migrant_3yr",1,1,"Migrant, past three years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during any of the three most recent school years (to the extent data for those years are available)."
"264","migrant_5yr",1,1,"Migrant, past five years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during any of the five most recent school years (to the extent data for those years are available)."
"265","migrant_elem",1,1,"Migrant, grades K-5","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during grades K-5 (to the extent data for those years are available)."
"266","migrant_ever",1,1,"Migrant, ever","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during any observed school year."
"267","migrant_high",1,1,"Migrant, grades 9-12","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during grades 9-12 (to the extent data for those years are available)."
"268","migrant_midd",1,1,"Migrant, grades 6-8","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during grades 6-8 (to the extent data for those years are available)."
"269","migrant_now",1,1,"Migrant, current year","Migrant","Personal Characteristics","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was classified as having migrant status during the most recent school year."
"270","persist_inferred_m1",1,1,"Persistence status, as inferred, one year prior","Persistence, prior year","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student persisted (remained enrolled) in school, as inferred from state reporting and subsequent enrollment information, one year prior."
"271","persist_inferred_m2",1,1,"Persistence status, as inferred, two years prior","Persistence, -2 years","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student persisted (remained enrolled) in school, as inferred from state reporting and subsequent enrollment information, two years prior."
"272","persist_inferred_p0",1,1,"Persistence status, as inferred, current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Persistence in academic year of intervention start.","Indicates whether or not the student persisted (remained enrolled) in school, as inferred from state reporting and subsequent enrollment information, current year."
"273","persist_inferred_p1",1,1,"Persistence status, as inferred, one year later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Persistence in year 1 after intervention start.","Indicates whether or not the student persisted (remained enrolled) in school, as inferred from state reporting and subsequent enrollment information, one year later."
"274","persist_inferred_p2",1,1,"Persistence status, as inferred, two years later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Persistence in year 2 after intervention start.","Indicates whether or not the student persisted (remained enrolled) in school, as inferred from state reporting and subsequent enrollment information, two years later."
"275","persist_reported_m1",1,1,"Persistence status, as reported, one year prior","Persistence, prior year","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student persisted (remained enrolled) in school, as reported by the state, one year prior."
"276","persist_reported_m2",1,1,"Persistence status, as reported, two years prior","Persistence, -2 years","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student persisted (remained enrolled) in school, as reported by the state, two years prior."
"277","persist_reported_p0",1,1,"Persistence status, as reported, current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Persistence in academic year of intervention start.","Indicates whether or not the student persisted (remained enrolled) in school, as reported by the state, current year."
"278","persist_reported_p1",1,1,"Persistence status, as reported, one year later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Persistence in year 1 after intervention start.","Indicates whether or not the student persisted (remained enrolled) in school, as reported by the state, one year later."
"279","persist_reported_p2",1,1,"Persistence status, as reported, two years later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Persistence in year 2 after intervention start.","Indicates whether or not the student persisted (remained enrolled) in school, as reported by the state, two years later."
"280","raceth",1,1,"Race/ethnicity","Race/ethnicity","Race/Ethnicity","byte",NA,NA,1,0,1,NA,0,0,"",0,"","The single racial/ethnic category that best identifies the student: 1 = Native American, 2 = Asian, 3 = Black, 4 = Latino, 5 = Hawaiian/PI, 6 = white, 9 = Unknown. (Categories are the seven CEDS reporting categories.)"
"281","readng_alt_pr2_m1",1,1,"Grade-level reading, alternate exam, proficient indicator (y/n), one year prior","Proficient (alt), prior year","Reading","byte",NA,NA,0,1,1,0,2,0,"",0,"","Grade-level reading exam, one year prior: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"282","readng_alt_pr2_m2",1,1,"Grade-level reading, alternate exam, proficient indicator (y/n), two years prior","Proficient (alt), -2 years","Reading","byte",NA,NA,0,1,1,0,2,0,"",0,"","Grade-level reading exam, two years prior: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"283","readng_alt_pr2_p0",1,1,"Grade-level reading, alternate exam, proficient indicator (y/n), current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of alternate grade-level Reading exam, academic year of intervention start.","Grade-level reading exam, current year: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"284","readng_alt_pr2_p1",1,1,"Grade-level reading, alternate exam, proficient indicator (y/n), one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of alternate grade-level Reading exam, year 1 after intervention start.","Grade-level reading exam, one year later: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"285","readng_alt_pr2_p2",1,1,"Grade-level reading, alternate exam, proficient indicator (y/n), two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of alternate grade-level Reading exam, year 2 after intervention start.","Grade-level reading exam, two years later: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"286","readng_alt_prf_m1",1,1,"Grade-level reading/language arts, alternate exam, proficiency level, one year prior","Profic. level (alt), prior year","Reading","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"287","readng_alt_prf_m2",1,1,"Grade-level reading/language arts, alternate exam, proficiency level, two years prior","Profic. level (alt), -2 years","Reading","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"288","readng_alt_prf_p0",1,1,"Grade-level reading/language arts, alternate exam, proficiency level, current year","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, current year: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"289","readng_alt_prf_p1",1,1,"Grade-level reading/language arts, alternate exam, proficiency level, one year later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year later: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"290","readng_alt_prf_p2",1,1,"Grade-level reading/language arts, alternate exam, proficiency level, two years later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years later: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"291","readng_alt_scr_m1",1,1,"Grade-level reading/language arts, alternate exam, scale score, one year prior","Score (alt), prior year","Reading","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Scale score earned by the student (on first valid exam) if alternate exam."
"292","readng_alt_scr_m2",1,1,"Grade-level reading/language arts, alternate exam, scale score, two years prior","Score (alt), -2 years","Reading","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Scale score earned by the student (on first valid exam) if alternate exam."
"293","readng_alt_scr_p0",1,1,"Grade-level reading/language arts, alternate exam, scale score, current year","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on alternate grade-level Reading & Language Arts exam, academic year of intervention start.","Grade-level reading/lang. arts exam, current year: Scale score earned by the student (on first valid exam) if alternate exam."
"294","readng_alt_scr_p1",1,1,"Grade-level reading/language arts, alternate exam, scale score, one year later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on alternate grade-level Reading & Language Arts exam, year 1 after intervention start.","Grade-level reading/lang. arts exam, one year later: Scale score earned by the student (on first valid exam) if alternate exam."
"295","readng_alt_scr_p2",1,1,"Grade-level reading/language arts, alternate exam, scale score, two years later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on alternate grade-level Reading & Language Arts exam, year 2 after intervention start.","Grade-level reading/lang. arts exam, two years later: Scale score earned by the student (on first valid exam) if alternate exam."
"296","readng_dat_m1",1,0,"Grade-level reading, date taken, one year prior","","","long",17898,19236,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Date of administration (of first valid exam)."
"297","readng_dat_m1",0,1,"Grade-level reading/language arts, date taken, one year prior","","","long",17898,19236,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Date of administration (of first valid exam)."
"298","readng_dat_m2",0,1,"Grade-level reading/language arts, date taken, two years prior","","Reading","long",17898,19236,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Date of administration (of first valid exam)."
"299","readng_dat_m2",1,0,"Grade-level reading, date taken, two years prior","","Reading","long",17898,19236,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Date of administration (of first valid exam)."
