school,student_id,test_score,gender,asian,black,hispanic,national,eng_limit,special_ed
Cat Academy,228,81.70981141250897,0,0,0,1,0,0,0
Cat Academy,229,94.33456769133426,0,0,0,1,0,1,0
Cat Academy,230,116.75552742120391,0,0,1,0,0,0,0
Cat Academy,231,110.32459423413971,1,0,0,1,0,1,0
Cat Academy,232,124.16663001443322,1,0,0,0,0,0,0
Cat Academy,233,117.54317144109666,1,0,0,1,0,1,0
Cat Academy,234,80.98726883812033,1,0,0,1,0,1,0
Cat Academy,235,108.97387287603948,0,0,0,0,0,0,0
Cat Academy,236,87.12524747175851,0,0,0,0,0,1,0
Cat Academy,237,143.42046142237706,0,0,0,0,0,0,0
Cat Academy,238,106.44306029524748,0,0,0,0,0,0,0
Cat Academy,239,80.42384018704917,0,0,1,0,0,0,0
Cat Academy,240,76.31513792027985,1,0,0,0,0,1,0
Cat Academy,241,89.11122670040085,1,0,0,0,0,0,0
Cat Academy,242,104.46206105977423,1,0,0,0,0,0,0
Cat Academy,243,139.95181509971005,0,0,0,0,0,0,0
Cat Academy,244,130.11079380439708,1,0,0,0,0,1,0
Cat Academy,245,80.01837877972285,0,0,0,1,0,0,0
Cat Academy,246,90.30473956320363,0,0,0,0,0,1,0
Cat Academy,247,103.34237739095352,1,0,1,1,0,0,0
Cat Academy,248,103.57130756935044,0,0,0,1,0,0,0
Cat Academy,249,67.35211167929097,0,0,1,1,1,0,0
Cat Academy,250,84.82453601697402,0,0,0,0,0,0,0
Cat Academy,251,128.84138726159608,0,0,1,0,0,0,0
Cat Academy,252,86.82543347058126,1,0,0,1,0,1,0
Cat Academy,253,98.36633440603613,1,0,0,1,0,0,0
Cat Academy,254,89.57942182927079,1,0,0,1,0,0,0
Cat Academy,255,78.92092150942787,0,0,0,0,0,0,1
Cat Academy,256,96.17591483723668,0,0,0,1,0,1,0
Cat Academy,257,88.70216890687824,1,0,0,0,0,1,0
Cat Academy,258,111.65048002371921,0,0,0,0,0,0,0
Cat Academy,259,125.26558295116756,1,0,0,1,0,0,0
Cat Academy,260,74.69760358574986,1,0,0,1,0,1,0
Cat Academy,261,88.11794921947394,0,0,0,1,0,1,0
Cat Academy,262,112.50930955195155,0,0,0,0,0,0,0
Cat Academy,263,93.34577279858155,0,0,0,1,0,0,0
Cat Academy,264,123.47821804205394,1,0,0,0,0,0,0
Cat Academy,265,104.80397202053707,1,0,1,1,0,0,0
Cat Academy,266,104.67945815939532,1,0,0,1,0,0,0
Cat Academy,267,128.383370492124,0,0,0,0,0,0,0
Cat Academy,268,117.45514229991322,0,0,0,0,0,0,0
Cat Academy,269,101.17019976594182,1,1,0,0,0,0,0
Cat Academy,270,85.74578205475066,0,0,0,0,0,1,0
Cat Academy,271,147.43698883383823,0,0,0,1,0,0,0
Cat Academy,272,116.25607290942425,0,0,0,1,0,0,0
Cat Academy,273,99.37858509677993,0,0,0,1,0,0,0
Cat Academy,274,118.92067013512137,1,0,0,1,0,0,0
Cat Academy,275,105.46244763668211,1,0,0,0,0,0,0
Cat Academy,276,67.19616462326083,1,0,0,1,0,1,0
Cat Academy,277,139.05396847909054,1,0,1,1,0,0,0
Cat Academy,278,96.53644963874723,1,0,0,1,0,1,0
Cat Academy,279,94.0715573093139,1,0,0,1,0,0,0
Cat Academy,280,122.4710265925553,0,0,0,0,0,0,0
Cat Academy,281,116.21375755845574,0,0,0,1,0,0,0
Cat Academy,282,115.15707228666827,0,0,0,0,1,1,0
Cat Academy,283,110.74917062785153,0,0,0,1,0,0,0
Cat Academy,284,98.08004755617694,1,0,0,0,0,1,0
Cat Academy,285,83.51956755049206,1,0,1,0,0,0,0
Cat Academy,286,121.73042971369436,0,0,0,0,0,0,0
Cat Academy,287,104.27200724103015,1,0,0,1,0,0,0
Cat Academy,288,108.25283934556091,0,1,0,0,0,1,0
Cat Academy,289,116.73980303986103,1,0,0,0,0,0,0
Cat Academy,290,63.00569694504415,0,0,0,1,0,1,0
Cat Academy,291,91.52674383117873,0,0,0,1,0,1,0
Cat Academy,292,127.04545373481348,0,0,0,0,0,0,0
Cat Academy,293,100.35149946052462,1,0,0,1,0,1,0
Cat Academy,294,107.52208202894555,1,0,0,1,0,0,0
Cat Academy,295,37.01669703477277,0,0,0,1,0,1,0
Cat Academy,296,111.44131518155515,0,0,0,0,0,0,0
Cat Academy,297,108.6431463341199,0,0,1,0,0,1,0
Cat Academy,298,110.46665358848719,0,0,0,0,0,0,0
Cat Academy,299,96.58228001023062,1,0,1,0,0,0,0
Cat Academy,300,87.52658265427766,0,0,1,1,0,0,0
Cat Academy,301,123.46356132120985,1,0,0,0,0,0,0
Cat Academy,302,116.25988745496387,0,0,0,0,0,0,0
Cat Academy,303,92.6473811841881,1,0,0,0,0,0,0
Cat Academy,304,94.51235263125723,1,0,0,1,0,0,0
Cat Academy,305,67.44151344333375,1,0,0,0,0,0,0
Cat Academy,306,113.07735248333717,0,0,0,0,0,0,0
Cat Academy,307,117.24718824654961,1,0,0,1,0,0,0
Cat Academy,308,125.27960610010241,1,0,0,0,0,0,0
Cat Academy,309,113.51986120804023,1,0,0,0,0,0,0
Cat Academy,310,69.86156228205903,0,0,0,1,0,1,0
Cat Academy,311,68.18104647344386,0,0,0,0,1,0,0
Cat Academy,312,120.51639017876315,0,0,0,0,0,1,0
Cat Academy,313,121.45492743380615,1,0,0,0,0,0,0
Cat Academy,314,120.81325935383057,1,0,0,0,0,0,0
Cat Academy,315,98.56361093612162,1,1,0,0,0,0,0
Cat Academy,316,77.57552949724467,0,0,0,1,0,1,0
Cat Academy,317,90.04825406056581,0,1,0,0,0,1,0
Cat Academy,318,97.96894494630111,1,0,0,1,0,0,0
Cat Academy,319,74.8188683776537,1,0,0,0,0,1,0
Cat Academy,320,91.19672670638903,0,0,0,1,0,1,0
Cat Academy,321,103.95884576246918,0,0,0,0,0,0,0
Cat Academy,322,121.1412834153881,0,0,0,0,0,0,0
Cat Academy,323,140.13012062500022,1,0,0,1,0,0,0
Cat Academy,324,109.51854415641942,1,0,0,1,0,0,0
Cat Academy,325,122.18063090160167,1,0,0,0,0,0,0
Cat Academy,326,96.78793684896101,0,0,0,0,0,0,0
Cat Academy,327,132.03129564405583,1,0,0,1,0,0,0
Cat Academy,328,132.24497568625964,1,0,0,1,0,0,0
Cat Academy,329,62.84585257218053,0,0,0,0,0,1,0
Cat Academy,330,90.80492237738775,1,0,0,0,0,1,0
Cat Academy,331,122.38527604702948,1,0,0,0,0,0,0
Cat Academy,332,118.76843921724176,0,0,0,0,0,0,0
Cat Academy,333,68.83026255537203,1,0,0,0,0,1,0
Cat Academy,334,127.79603544170806,0,0,1,0,0,0,0
Cat Academy,335,122.65385298994073,0,0,0,0,0,0,0
Cat Academy,336,113.60922381806573,1,0,0,1,0,0,0
Cat Academy,337,84.83843566927128,1,0,0,0,0,0,0
Cat Academy,338,118.61807538429777,0,0,0,1,0,0,0
Cat Academy,339,76.39692987371214,0,0,1,1,0,1,0
Cat Academy,340,91.63929215122182,0,0,0,1,0,0,0
Cat Academy,341,94.92709097889832,0,0,0,0,0,0,0
Cat Academy,342,128.04775103519214,0,0,0,0,0,0,0
Cat Academy,343,121.12017180198518,1,0,0,0,0,0,0
Cat Academy,344,125.10934805858113,1,0,0,1,0,0,0
Cat Academy,345,125.10995348938984,1,0,0,1,0,0,0
Cat Academy,346,101.86355118232544,1,0,0,0,0,1,0
Cat Academy,347,82.07267631520195,1,0,0,0,0,1,0
Cat Academy,348,105.06076115490588,0,0,0,0,0,0,0
Cat Academy,349,91.20613206782764,1,0,0,1,0,0,0
Cat Academy,350,95.62677761951404,0,0,0,1,0,0,0
Cat Academy,351,90.89351463795838,0,0,1,0,0,1,0
Cat Academy,352,116.20356772717273,0,0,0,0,0,0,0
Cat Academy,353,103.48903889500178,0,1,0,1,0,1,0
Cat Academy,354,76.0465098812468,1,0,0,0,0,1,0
Cat Academy,355,78.31130158801379,1,0,0,1,0,1,0
Cat Academy,356,119.89978236176863,0,0,0,1,0,0,0
Cat Academy,357,107.58071932748152,1,0,0,0,0,1,0
Cat Academy,358,114.36279545701655,1,0,0,1,0,0,0
Cat Academy,359,86.76413761441155,0,0,0,0,0,1,0
Cat Academy,360,108.07206184121495,1,0,0,0,0,1,0
Cat Academy,361,111.78791647712515,0,0,0,0,0,1,0
Cat Academy,362,100.34789951452728,0,0,0,1,0,0,0
Cat Academy,363,69.11883874104254,1,0,0,0,0,1,0
Cat Academy,364,105.4851736031607,0,0,0,0,0,1,0
Cat Academy,365,135.8916552420774,0,0,0,0,0,0,0
Cat Academy,366,85.53910096514299,1,0,0,1,0,0,0
Cat Academy,367,96.08142578651083,1,0,0,0,0,1,0
Cat Academy,368,95.06007388374651,1,0,0,1,0,1,0
Cat Academy,369,115.2446483679099,0,0,0,0,0,0,0
Cat Academy,370,125.7460877701821,0,0,0,1,0,0,0
Cat Academy,371,81.13312648638583,0,0,0,0,0,1,0
Cat Academy,372,89.25193477369783,0,0,0,1,0,1,0
Cat Academy,373,66.15493726511438,1,0,0,0,0,1,0
Cat Academy,374,131.0550835129319,1,0,0,0,0,0,0
Cat Academy,375,95.92812679093113,1,0,1,0,0,0,0
Cat Academy,376,88.54085749839412,0,0,0,1,0,0,0
Cat Academy,377,85.47886071142818,0,0,0,0,0,1,0
Cat Academy,378,122.82859991506916,0,0,0,0,0,0,0
Cat Academy,379,104.47764091014363,0,1,0,1,0,0,0
Cat Academy,380,108.30828383351191,0,0,1,1,0,0,0
Cat Academy,381,120.8810460946987,1,0,0,1,0,0,0
Cat Academy,382,90.74582545172044,1,0,0,1,0,1,0
Cat Academy,383,128.26985251231304,0,0,0,0,0,0,0
Cat Academy,384,89.42298735055543,1,0,0,1,0,1,0
Cat Academy,385,111.61370930899523,1,0,1,0,1,0,0
Cat Academy,386,110.62933150968347,0,0,0,0,0,0,0
Cat Academy,387,116.08886643767632,1,0,0,1,0,0,0
Cat Academy,388,81.45315140884618,0,0,0,1,0,0,0
Cat Academy,389,98.52473427455166,1,0,0,1,0,1,0
Cat Academy,390,123.85112048757497,0,0,1,0,0,0,0
Cat Academy,391,88.93499291115562,1,0,1,1,0,0,0
Cat Academy,392,103.23645613585133,0,0,0,0,0,0,0
Cat Academy,393,93.50832863289479,1,0,0,1,0,0,0
Cat Academy,394,103.22893040276604,0,0,0,1,0,0,0
Cat Academy,395,103.70257233234155,0,0,1,0,0,0,0
Cat Academy,396,108.9534163120519,1,0,1,0,0,0,0
Cat Academy,397,111.69441254006887,0,0,0,0,0,1,0
Cat Academy,398,106.31003052558354,0,0,0,1,0,0,0
Cat Academy,399,98.78939469719296,0,0,0,0,0,1,0
Cat Academy,400,131.48759208721668,0,0,0,0,0,0,0
Cat Academy,401,122.52497538466301,1,0,0,0,0,0,0
Cat Academy,402,125.25024187400498,1,0,0,0,0,1,0
Cat Academy,403,92.66662055070378,0,0,0,0,0,0,0
Cat Academy,404,86.26043725236859,0,0,0,1,0,0,0
Cat Academy,405,97.1808131029105,1,0,0,1,0,0,0
Cat Academy,406,70.86287076215139,0,0,1,0,0,1,0
Cat Academy,407,110.28571022861846,0,0,0,1,0,0,0
Cat Academy,408,100.65424156698282,0,1,0,1,0,0,0
Cat Academy,409,77.52427550761152,0,0,1,0,0,1,0
Cat Academy,410,78.1592251764973,0,0,0,0,0,1,0
Cat Academy,411,111.02138487069037,0,0,0,1,0,0,0
Cat Academy,412,55.244734425912725,0,0,1,1,0,1,0
Cat Academy,413,106.74965104038574,1,0,1,0,0,1,0
Cat Academy,414,87.35099469132317,0,1,0,0,0,0,0
Cat Academy,415,119.82593960310257,1,1,0,0,0,0,0
Cat Academy,416,132.68713447839116,0,0,0,0,0,0,0
Cat Academy,417,85.231683606602,0,0,0,1,0,1,0
Cat Academy,418,67.66427536491227,1,0,0,0,0,1,0
Cat Academy,419,89.29738330145926,0,0,0,1,0,0,0
Cat Academy,420,94.53115624354938,0,0,0,0,0,1,0
Cat Academy,421,64.74799396591543,0,0,0,1,0,0,0
Cat Academy,422,105.426763941613,0,0,0,0,0,0,0
Cat Academy,423,108.14958015089708,0,0,0,1,0,0,0
Cat Academy,424,114.82078978141291,0,0,0,1,0,0,0
Cat Academy,425,102.80492420673525,0,0,0,1,0,0,0
Cat Academy,426,117.09446936637445,0,0,0,0,0,0,0
Cat Academy,427,98.47310250133742,0,0,0,1,0,0,0
Cat Academy,428,121.41094408363438,0,0,0,0,0,0,0
Cat Academy,429,105.56547495417055,1,0,1,1,0,0,0
Cat Academy,430,113.53189177842657,1,0,0,0,0,0,0
Cat Academy,431,145.92523234873764,1,0,0,0,0,0,0
Cat Academy,432,93.9344047479713,1,0,0,1,0,0,0
Cat Academy,433,117.16294563270878,1,0,0,0,0,0,0
Cat Academy,434,110.61702764207446,1,1,0,1,0,0,0
Cat Academy,435,86.12832683600963,1,0,0,1,0,0,0
Cat Academy,436,83.00596539793747,0,0,0,0,0,0,0
Cat Academy,437,80.41743508746652,0,0,0,0,0,0,0
Cat Academy,438,108.49091169261524,0,0,0,1,0,0,0
Cat Academy,439,104.67485287020645,1,0,0,0,0,1,0
Cat Academy,440,107.51963468089039,1,1,0,1,0,1,0
Cat Academy,441,67.94210849591856,1,0,0,1,0,0,0
Cat Academy,442,87.74711984861736,1,0,0,0,0,1,0
Cat Academy,443,115.2375864639506,1,0,0,0,0,0,0
Cat Academy,444,138.686584055351,1,0,0,1,1,0,0
Cat Academy,445,96.49621585919854,0,0,0,0,0,0,0
Cat Academy,446,90.78685435963601,0,0,0,1,0,0,0
Cat Academy,447,115.5304441002746,1,0,0,1,0,1,0
Cat Academy,448,121.97776502714547,1,1,1,1,0,0,0
Cat Academy,449,83.36828258038406,0,0,1,1,0,1,0
Cat Academy,450,107.07579147278406,0,0,0,0,0,0,0
Cat Academy,451,72.69309311829139,0,0,0,0,0,1,0
Cat Academy,452,97.04680173144358,1,0,0,0,0,1,0
Cat Academy,453,74.28433180275742,1,0,0,0,0,1,0
Cat Academy,454,105.51307943087036,0,0,0,0,0,0,0
Cat Academy,455,76.32983268170233,0,0,0,0,0,0,0
Cat Academy,456,78.72477027822893,1,0,0,1,0,1,0
Cat Academy,457,113.93901431638113,0,0,0,0,0,0,0
Cat Academy,458,103.81296854844828,1,0,0,0,0,1,0
Cat Academy,459,115.70987841745129,1,0,0,1,0,0,0
Cat Academy,460,127.87824545805218,1,0,0,1,0,0,0
Cat Academy,461,94.40926390106783,0,1,0,1,0,0,0
Cat Academy,462,86.86576014217356,0,0,0,0,0,0,0
Cat Academy,463,83.48659680462553,1,0,0,0,0,0,0
Cat Academy,464,84.31103209266878,1,0,0,0,0,0,0
Cat Academy,465,117.94694853180829,1,0,0,0,0,0,0
Cat Academy,466,107.77898204475488,0,0,0,1,0,0,0
Cat Academy,467,99.91016710067633,0,0,0,1,0,1,0
Cat Academy,468,107.52173932019558,1,0,1,1,0,0,0
Cat Academy,469,126.30417766431187,1,0,0,1,0,0,0
Cat Academy,470,103.19362172618038,1,0,0,1,0,0,0
Cat Academy,471,108.75759229922473,0,0,0,1,0,0,0
Cat Academy,472,131.37223471812231,1,0,0,0,0,0,0
Cat Academy,473,115.58114079576426,1,1,0,1,0,0,0
Cat Academy,474,89.85269814236648,0,0,0,0,0,1,0
Cat Academy,475,121.08775642969347,1,1,0,1,0,0,0
Cat Academy,476,88.07163433077372,1,0,0,1,0,0,0
Cat Academy,477,99.72716415587229,0,0,0,0,0,0,0
Cat Academy,478,86.22319268922328,0,0,0,0,0,1,0
Cat Academy,479,112.45424631486154,1,0,0,0,0,0,0
Cat Academy,480,89.6746970173829,0,0,0,1,0,0,0
Cat Academy,481,90.61924916345988,0,0,1,0,0,0,0
Cat Academy,482,111.32164831772769,1,0,0,0,0,1,0
Cat Academy,483,97.93629778282987,0,0,0,1,0,0,0
Cat Academy,484,115.83598871226602,1,0,0,1,0,0,0
Cat Academy,485,94.57370507736118,1,0,0,0,0,1,0
Cat Academy,486,112.70729044399884,1,0,0,0,0,0,0
Cat Academy,487,87.72068662255906,0,0,1,1,0,0,0
Cat Academy,488,110.24660230875988,0,0,0,1,0,0,0
Cat Academy,489,86.85708745452723,0,0,0,1,0,0,0
Cat Academy,490,69.46184946458239,0,0,0,1,0,1,0
Cat Academy,491,105.64507094450977,1,0,0,0,0,1,0
Cat Academy,492,84.17082615285172,1,0,0,0,0,0,0
Cat Academy,493,109.21282628253029,0,1,0,1,0,1,0
Cat Academy,494,120.72303818335301,0,0,0,0,0,0,0
Cat Academy,495,105.3131469131044,0,0,0,1,0,0,0
Cat Academy,496,105.4391418736822,0,0,0,0,1,0,0
Cat Academy,497,105.95763185535998,0,0,0,0,0,0,0
Cat Academy,498,94.82565738024533,0,0,0,0,0,0,0
Cat Academy,499,102.37004194997503,0,0,0,0,0,0,0
Cat Academy,500,87.77443940173653,0,0,0,0,0,0,0
Cat Academy,501,122.35678253285782,0,0,0,1,0,0,0
Cat Academy,502,139.5491212670016,1,0,0,1,0,0,0
Cat Academy,503,109.43791407321883,1,0,0,0,0,0,0
Cat Academy,504,50.06835118318227,1,0,0,1,0,1,0
Cat Academy,505,80.01573035402073,1,0,1,0,0,0,0
Cat Academy,506,76.68172963638085,1,0,0,1,0,1,0
Cat Academy,507,79.89907719937344,1,0,0,1,0,0,0
Cat Academy,508,92.73855273357326,1,0,0,0,0,0,0
Cat Academy,509,104.81545534474061,1,0,0,0,0,0,0
Cat Academy,510,114.8912112092498,1,0,0,0,0,0,0
Cat Academy,511,136.8771464983489,1,0,0,1,0,0,0
Cat Academy,512,102.4742825704262,0,0,0,0,0,0,0
Cat Academy,513,104.82929125750967,0,0,0,1,0,0,0
Cat Academy,514,132.4434669192145,0,0,0,0,0,0,0
Cat Academy,515,83.3239477241984,0,0,0,0,1,1,0
Cat Academy,516,102.33554604992378,0,1,0,1,0,1,0
Cat Academy,517,126.86876167383434,0,0,0,0,0,1,0
Cat Academy,518,87.90875945284276,0,0,0,1,0,1,0
Cat Academy,519,75.78704414771339,1,0,1,1,0,1,0
Cat Academy,520,93.73214100767797,0,0,0,1,0,1,0
Cat Academy,521,119.73116167306578,0,0,0,0,0,0,0
Cat Academy,522,128.68521054081504,1,0,0,0,0,0,0
Cat Academy,523,66.29789840170022,0,0,0,1,0,0,0
Cat Academy,524,97.49526857280043,1,0,1,0,0,0,0
Cat Academy,525,111.40482785677824,1,0,0,0,0,1,0
Cat Academy,526,94.98392862619977,0,0,0,1,0,0,0
Cat Academy,527,112.33465533409026,1,0,0,0,0,0,0
Cat Academy,528,83.72685076012613,1,0,0,0,0,1,0
Cat Academy,529,111.95738823823696,1,1,0,0,0,1,0
Cat Academy,530,128.62851690953184,1,0,0,1,0,0,0
Cat Academy,531,98.49752433718321,1,0,0,0,0,1,0
Cat Academy,532,126.97523117815743,0,0,0,0,0,0,0
Cat Academy,533,72.40347117994777,1,0,0,0,0,0,0
Cat Academy,534,81.42387173573587,1,0,0,0,0,1,0
Cat Academy,535,79.39844971872756,0,0,0,0,0,0,0
Cat Academy,536,138.32515804546858,0,0,0,0,0,0,0
Cat Academy,537,115.69168133804376,0,0,0,1,0,0,0
Cat Academy,538,69.97854207180521,0,0,0,1,0,1,0
Cat Academy,539,94.56295513721841,0,0,0,0,0,0,0
Cat Academy,540,78.70123342940045,0,0,1,1,0,1,0
Cat Academy,541,119.14505144809605,1,0,0,0,0,0,0
Cat Academy,542,109.39288993114045,1,0,0,1,0,0,0
Cat Academy,543,111.3630236601113,0,0,0,1,0,0,0
Cat Academy,544,91.34237704596065,1,0,0,0,0,1,0
Cat Academy,545,73.68716379863271,0,0,0,0,0,1,0
Cat Academy,546,94.04461228602005,1,0,0,1,0,1,0
Cat Academy,547,133.39084201314543,1,0,0,0,0,0,0
Cat Academy,548,59.89495634503129,0,0,1,1,0,0,0
Cat Academy,549,80.98942726198199,1,0,0,0,0,1,0
Cat Academy,550,113.06782061810605,1,0,0,0,0,0,0
Cat Academy,551,139.60654722954806,0,0,0,0,0,0,0
Cat Academy,552,90.16499157279853,0,0,0,1,0,0,0
Cat Academy,553,87.69268281381946,0,0,0,1,0,1,0
Cat Academy,554,109.3580656426038,1,0,1,0,0,0,0
Cat Academy,555,94.96648381641857,0,0,0,0,0,1,0
Cat Academy,556,106.99612414666994,1,0,0,1,0,0,0
Cat Academy,557,110.56955958930841,0,0,0,0,0,0,0
Cat Academy,558,103.79830025617325,0,0,1,0,0,0,0
Cat Academy,559,141.64990762795696,1,0,0,1,0,0,0
Cat Academy,560,127.98998982491044,0,0,0,1,0,0,0
Cat Academy,561,109.25769633706234,1,1,0,1,0,0,0
Cat Academy,562,61.078771154025596,1,1,0,1,0,0,0
Cat Academy,563,67.3879384008425,0,1,1,1,0,1,0
Cat Academy,564,138.1205542021149,0,0,0,0,0,0,0
Cat Academy,565,131.77117276608752,1,0,1,1,0,0,0
Cat Academy,566,106.57588799336602,1,0,0,1,0,0,0
Cat Academy,567,99.01378950773008,0,0,0,1,0,1,0
Cat Academy,568,84.22613630637193,1,0,0,0,0,0,0
Cat Academy,569,109.32074700119226,1,0,0,1,0,0,0
Cat Academy,570,69.50125946034308,1,0,0,1,0,1,0
Cat Academy,571,127.73402035514565,1,0,0,0,0,0,0
Cat Academy,572,103.8634405049279,0,0,0,1,0,1,0
Cat Academy,573,108.20391676495164,1,0,1,1,0,0,0
Cat Academy,574,100.7641202804282,0,0,0,0,0,0,0
Cat Academy,575,110.15910927102348,1,0,0,1,0,0,0
Cat Academy,576,129.79082038239108,0,0,0,0,0,1,0
Cat Academy,577,114.55769008096071,0,0,0,0,0,0,0
Cat Academy,578,87.47554733858863,0,0,0,1,0,0,0
Cat Academy,579,115.84273291665573,0,0,1,1,0,0,0
Cat Academy,580,152.66993712568114,0,0,1,0,0,0,0
Cat Academy,581,114.88454857720023,1,0,0,0,0,0,0
Cat Academy,582,134.29826819324452,0,1,0,0,0,0,0
Cat Academy,583,95.8361225121811,0,0,0,0,0,1,0
Cat Academy,584,82.96637927438056,1,0,0,0,0,1,0
Cat Academy,585,75.91224098189147,1,0,0,0,0,0,0
Cat Academy,586,100.65024271581377,0,0,0,1,0,0,0
Cat Academy,587,127.26166329736121,1,0,0,1,0,0,0
Cat Academy,588,122.36094337211037,1,0,0,0,1,0,0
Cat Academy,589,108.77557097367597,0,0,0,0,0,0,0
Cat Academy,590,77.56437828132964,1,0,0,1,0,0,0
Cat Academy,591,112.51313430317741,0,0,0,0,0,1,0
Cat Academy,592,84.9646702363293,1,0,0,1,0,1,0
Cat Academy,593,105.8889101554438,1,0,1,0,0,0,0
Cat Academy,594,75.7048686877572,1,0,0,0,0,0,0
Cat Academy,595,104.06480235101006,1,0,0,1,0,0,0
Cat Academy,596,100.35660042296628,1,0,0,0,0,1,0
Cat Academy,597,86.38754751795142,0,1,0,1,0,0,0
Cat Academy,598,106.8819863277242,1,0,0,1,0,0,0
Cat Academy,599,114.96564513304085,1,0,0,0,0,0,0
Cat Academy,600,97.49501332584991,0,0,0,0,0,1,0
Cat Academy,601,81.35303579732485,0,0,0,1,0,1,0
Cat Academy,602,113.26800332938798,1,0,0,0,0,0,0
Cat Academy,603,100.87022949923087,0,0,0,1,0,0,0
Cat Academy,604,127.71296368034518,0,0,0,0,0,0,0
Cat Academy,605,81.13443349264853,1,0,0,0,0,1,0
Cat Academy,606,82.0625529819322,0,0,0,0,0,1,0
Cat Academy,607,97.3878021835647,1,0,0,0,0,0,0
Cat Academy,608,99.6070302749559,0,0,0,0,0,1,0
Cat Academy,609,133.9074321073059,0,0,0,1,0,0,0
Cat Academy,610,80.67478336691644,1,0,0,0,0,0,0
Cat Academy,611,93.17157646494263,0,0,0,0,0,1,0
Cat Academy,612,95.03014760881993,0,0,0,0,0,0,0
Cat Academy,613,101.23573908117068,0,0,0,1,0,0,0
Cat Academy,614,72.13483739593936,0,0,1,1,0,1,0
Cat Academy,615,76.17004414512274,1,0,0,0,0,0,0
Cat Academy,616,65.94928090307991,0,0,0,0,0,1,0
Cat Academy,617,135.10286415126626,1,0,0,0,0,0,0
Cat Academy,618,134.87235929612064,0,0,0,1,0,0,0
Cat Academy,619,86.10770672516307,0,0,0,1,0,0,0
Cat Academy,620,101.83699064354244,0,0,0,0,0,0,0
Cat Academy,621,135.19842151641592,0,0,0,0,0,0,0
Cat Academy,622,129.0686552340093,0,0,0,0,0,0,0
Cat Academy,623,95.65057524668728,1,0,0,0,0,1,0
Cat Academy,624,112.49043504467218,0,0,0,0,0,0,0
Cat Academy,625,109.09314364916182,1,0,0,1,0,0,0
Cat Academy,626,109.58168328189397,0,0,1,0,0,0,0
Cat Academy,627,112.36546872570774,1,0,0,0,0,0,0
Cat Academy,628,96.19640874935565,1,1,0,0,0,0,0
Cat Academy,629,92.1309670394006,1,1,0,0,0,1,0
Cat Academy,630,104.1927410965709,1,0,1,0,0,1,0
Cat Academy,631,123.28209431158203,0,0,0,0,0,0,0
Cat Academy,632,106.8679707016497,1,1,1,1,0,0,0
Cat Academy,633,111.9924099111224,1,0,0,0,0,0,0
Cat Academy,634,87.40182131844969,1,0,0,1,0,1,0
Cat Academy,635,75.31040422400147,0,0,1,0,1,0,0
Cat Academy,636,117.25254098857333,1,0,0,0,0,0,0
Cat Academy,637,114.61005355589678,0,0,0,0,0,0,0
Cat Academy,638,121.53568542488158,0,0,0,0,0,0,0
Cat Academy,639,81.58345484977082,1,0,0,0,0,1,0
Cat Academy,640,93.65352785416894,0,0,0,0,1,1,0
Cat Academy,641,116.09639348451657,0,1,1,0,0,0,0
Cat Academy,642,86.49789136526168,0,0,0,0,0,1,0
Cat Academy,643,78.13429417868137,1,0,1,0,0,0,0
Cat Academy,644,91.33646500621319,0,0,0,1,0,0,0
Cat Academy,645,100.46106834132796,1,0,0,0,0,0,0
Cat Academy,646,140.5122431433365,0,0,0,1,1,0,0
Cat Academy,647,66.1481581914272,0,0,1,0,0,1,0
Cat Academy,648,103.75480479291643,1,0,0,1,0,0,0
Cat Academy,649,43.61794894605457,0,0,0,0,0,0,1
Cat Academy,650,114.66380683026834,1,0,1,1,0,0,0
Cat Academy,651,96.30343114148334,0,0,0,1,0,0,0
Cat Academy,652,98.48590107151301,1,0,0,1,0,0,0
Cat Academy,653,121.60836238701357,0,0,0,0,0,0,0
Cat Academy,654,99.78990558068048,0,0,0,0,0,0,0
Cat Academy,655,65.86442107419214,0,0,0,0,0,1,0
Cat Academy,656,113.6145951981262,0,0,0,1,0,0,0
Cat Academy,657,79.830623841349,0,0,0,0,0,1,0
Cat Academy,658,94.44325580103225,0,0,1,1,0,0,0
Cat Academy,659,98.84521806833007,1,0,0,0,0,1,0
Cat Academy,660,141.1883419302656,1,0,0,0,0,0,0
Cat Academy,661,117.674912154742,0,1,0,1,0,0,0
Cat Academy,662,127.34550512623527,1,0,0,1,0,0,0
Cat Academy,663,103.3170484972029,0,0,0,1,0,0,0
Cat Academy,664,72.148541505389,1,0,0,1,0,0,0
Cat Academy,665,81.99248121886035,0,0,0,1,0,0,0
Cat Academy,666,111.25799215450738,1,0,0,0,0,0,0
Cat Academy,667,57.36379835441194,0,0,1,1,0,1,0
Cat Academy,668,96.69869874611089,0,0,1,0,0,0,0
Cat Academy,669,89.93272645990193,0,0,0,0,0,0,0
Cat Academy,670,80.77466951842409,1,0,1,1,0,0,0
Cat Academy,671,141.4121574245503,1,0,0,0,0,0,0
Cat Academy,672,78.51794438937858,1,0,1,0,0,0,0
Cat Academy,673,114.18014032576757,1,0,0,0,0,0,0
Cat Academy,674,107.67422313070168,1,0,0,1,0,0,0
Cat Academy,675,89.51527520863343,1,0,0,0,0,1,0
Cat Academy,676,112.37824569373359,1,0,1,1,0,0,0
Cat Academy,677,101.05643241920666,1,0,0,0,0,0,0
